English,Bengali
I found my mother busy ironing out some shirts.,আমি দেখলাম যে আমার মা কিছু জামা ইস্তিরি করতে ব্যাস্ত।
I have to go shopping. I'll be back in an hour.,আমাকে দোকানে যেতে হবে। আমি এক ঘন্টার মধ্যেই ফিরে আসবো।
"Obviously, Tom hasn't told anyone about us yet.",স্পষ্টতই টম কাউকেই আমাদের ব্যাপারে বলেনি।
One million people lost their lives in the war.,যুদ্ধে দশ লক্ষ মানুষ তাদের প্রাণ হারিয়েছিলেন।
The sun rises in the east and sets in the west.,সূর্য পূর্বদিকে উদয় হয় আর পশ্চিম দিকে অস্ত যায়।
Tom has been suffering from a headache all day.,টম সারাদিন ধরে মাথা যন্ত্রনায় ভুগছে।
Tom is thinking of going to Boston next spring.,টম পরের বসন্তে বস্টন যাওয়ার কথা ভাবছে।
"Tom kept knocking on the door, but nobody came.","টম বারবার দরজায় ধাক্কা দিলো, কিন্তু কেউ বেরোলো না।"
An enemy of an enemy is not necessarily an ally.,শত্রুর শত্রু যে মিত্রই হবে তার কোনো মানে নেই।
Do you think we can find someone to replace Tom?,তুমি কি মনে করো যে টমের বদলে আর কাউকে পাওয়া যাবে?
Go along this street and turn right at the bank.,এই রাস্তা ধরে যাবেন আর ব্যাঙ্কের কাছ থেকে ডানদিকে বেঁকে যাবেন।
He departed for London the day before yesterday.,উনি গত পরশু লন্ডনের উদ্দেশ্যে রওনা দিয়েছেন।
I know what I want. I just haven't found it yet.,আমি জানি আমি কি চাই। খালি আমি সেটা এখনো খুজে পাইনি।
"I like grapes, but I can't eat too many of them.","আমার আঙুর ভালো লাগে, কিন্তু আমি খুব বেশি খেতে পারি না।"
She explained the literal meaning of the phrase.,তিনি বাক্যাংশটির আক্ষরিক অর্থ ব্যাখ্যা করে দিলেন।
There still weren't any visible signs of spring.,বসন্তের প্রত্যক্ষ কোন চিহ্ন তখনও ছিলো না।
"Tom sat alone in his room, waiting by the phone.","টম ঘরে একলা বসেছিলো, ফোনের পাশে অপেক্ষা করছিলো।"
You would have to practice the violin every day.,তোমাকে প্রত্যেকদিন বেহালা বাজানো অভ্যাস করতে হবে।
